date,close,buy_date,buy_close,sell_date,sell_close,sell_profit,profit_average
2019-10-08,2893.06,,,,,,
2019-10-09,2919.4,,,,,,
2019-10-10,2938.13,,,,,,
2019-10-11,2970.27,,,,,,
2019-10-14,2966.15,,,,,,
2019-10-15,2995.68,,,,,,
2019-10-16,2989.69,,,,,,
2019-10-17,2997.95,,,,,,
2019-10-18,2986.2,,,,,,
2019-10-21,3006.72,,,,,,
2019-10-22,2995.99,,,,,,
2019-10-23,3004.52,,,,,,
2019-10-24,3010.29,,,,,,
2019-10-25,3022.55,,,,,,
2019-10-28,3039.42,,,,,,
2019-10-29,3036.89,,,,,,
2019-10-30,3046.77,,,,,,
2019-10-31,3037.56,,,,,,
2019-11-01,3066.91,,,,,,
2019-11-04,3078.27,,,,,,
2019-11-05,3074.62,,,,,,
2019-11-06,3076.78,,,,,,
2019-11-07,3085.18,,,,,,
2019-11-08,3093.08,,,,,,
2019-11-11,3087.01,,,,,,
2019-11-12,3091.84,,,,,,
2019-11-13,3094.04,,,,,,
2019-11-14,3096.63,,,,,,
2019-11-15,3120.46,,,,,,
2019-11-18,3122.03,,,,,,
2019-11-19,3120.18,,,,,,
2019-11-20,3108.46,,,,,,
2019-11-21,3103.54,,,,,,
2019-11-22,3110.29,,,,,,
2019-11-25,3133.64,,,,,,
2019-11-26,3140.52,,,,,,
2019-11-27,3153.63,,,,,,
2019-11-29,3140.98,,,,,,
2019-12-02,3113.87,,,,,,
2019-12-03,3093.2,,,,,,
2019-12-04,3112.76,,,,,,
2019-12-05,3117.43,,,,,,
2019-12-06,3145.91,,,,,,
2019-12-09,3135.96,,,,,,
2019-12-10,3132.52,,,,,,
2019-12-11,3141.63,,,,,,
2019-12-12,3168.57,,,,,,
2019-12-13,3168.8,,,,,,
2019-12-16,3191.45,,,,,,
2019-12-17,3192.52,,,,,,
2019-12-18,3191.14,,,,,,
2019-12-19,3205.37,,,,,,
2019-12-20,3221.22,,,,,,
2019-12-23,3224.01,,,,,,
2019-12-24,3223.38,,,,,,
2019-12-26,3239.91,,,,,,
2019-12-27,3240.02,,,,,,
2019-12-30,3221.29,,,,,,
2019-12-31,3230.78,,,,,,
2020-01-02,3257.85,,,,,,
2020-01-03,3234.85,,,,,,
2020-01-06,3246.28,,,,,,
2020-01-07,3237.18,,,,,,
2020-01-08,3253.05,,,,,,
2020-01-09,3274.7,,,,,,
2020-01-10,3265.35,,,,,,
2020-01-13,3288.13,,,,,,
2020-01-14,3283.15,,,,,,
2020-01-15,3289.29,,,,,,
2020-01-16,3316.81,,,,,,
2020-01-17,3329.62,,,,,,
2020-01-21,3320.79,,,,,,
2020-01-22,3321.75,,,,,,
2020-01-23,3325.54,,,,,,
2020-01-24,3295.47,,,,,,
2020-01-27,3243.63,,,,,,
2020-01-28,3276.24,,,,,,
2020-01-29,3273.4,,,,,,
2020-01-30,3283.66,,,,,,
2020-01-31,3225.52,,,,,,
2020-02-03,3248.92,,,,,,
2020-02-04,3297.59,,,,,,
2020-02-05,3334.69,,,,,,
2020-02-06,3345.78,,,,,,
2020-02-07,3327.71,,,,,,
2020-02-10,3352.09,,,,,,
2020-02-11,3357.75,,,,,,
2020-02-12,3379.45,,,,,,
2020-02-13,3373.94,,,,,,
2020-02-14,3380.16,,,,,,
2020-02-18,3370.29,,,,,,
2020-02-19,3386.15,,,,,,
2020-02-20,3373.23,,,,,,
2020-02-21,3337.75,,,,,,
2020-02-24,3225.89,,,,,,
2020-02-25,3128.21,,,,,,
2020-02-26,3116.39,,,,,,
2020-02-27,2978.76,,,,,,
2020-02-28,2954.22,,,,,,
2020-03-02,3090.23,,,,,,
2020-03-03,3003.37,,,,,,
2020-03-04,3130.12,,,,,,
2020-03-05,3023.94,,,,,,
2020-03-06,2972.37,,,,,,
2020-03-09,2746.56,,,,,,
2020-03-10,2882.23,,,,,,
2020-03-11,2741.38,,,,,,
2020-03-12,2480.64,,,,,,
2020-03-13,2711.02,,,,,,
2020-03-16,2386.13,,,,,,
2020-03-17,2529.19,,,,,,
2020-03-18,2398.1,,,,,,
2020-03-19,2409.39,,,,,,
2020-03-20,2304.92,,,,,,
2020-03-23,2237.4,,,,,,
2020-03-24,2447.33,,,,,,
2020-03-25,2475.56,,,,,,
2020-03-26,2630.07,,,,,,
2020-03-27,2541.47,,,,,,
2020-03-30,2626.65,,,,,,
2020-03-31,2584.59,,,,,,
2020-04-01,2470.5,,,,,,
2020-04-02,2526.9,,,,,,
2020-04-03,2488.65,,,,,,
2020-04-06,2663.68,,,,,,
2020-04-07,2659.41,,,,,,
2020-04-08,2749.98,,,,,,
2020-04-09,2789.82,,,,,,
2020-04-13,2761.63,,,,,,
2020-04-14,2846.06,,,,,,
2020-04-15,2783.36,,,,,,
2020-04-16,2799.55,,,,,,
2020-04-17,2874.56,,,,,,
2020-04-20,2823.16,,,,,,
2020-04-21,2736.56,,,,,,
2020-04-22,2799.31,,,,,,
2020-04-23,2797.8,,,,,,
2020-04-24,2836.74,,,,,,
2020-04-27,2878.48,,,,,,
2020-04-28,2863.39,,,,,,
2020-04-29,2939.51,,,,,,
2020-04-30,2912.43,,,,,,
2020-05-01,2830.71,,,,,,
2020-05-04,2842.74,,,,,,
2020-05-05,2868.44,,,,,,
2020-05-06,2848.42,,,,,,
2020-05-07,2881.19,,,,,,
2020-05-08,2929.8,,,,,,
2020-05-11,2930.19,,,,,,
2020-05-12,2870.12,,,,,,
2020-05-13,2820.0,,,,,,
2020-05-14,2852.5,,,,,,
2020-05-15,2863.7,,,,,,
2020-05-18,2953.91,,,,,,
2020-05-19,2922.94,,,,,,
2020-05-20,2971.61,,,,,,
2020-05-21,2948.51,,,,,,
2020-05-22,2955.45,,,,,,
2020-05-26,2991.77,,,,,,
2020-05-27,3036.13,,,,,,
2020-05-28,3029.73,,,,,,
2020-05-29,3044.31,,,,,,
2020-06-01,3055.73,,,,,,
2020-06-02,3080.82,,,,,,
2020-06-03,3122.87,,,,,,
2020-06-04,3112.35,,,,,,
2020-06-05,3193.93,,,,,,
2020-06-08,3232.39,,,,,,
2020-06-09,3207.18,,,,,,
2020-06-10,3190.14,,,,,,
2020-06-11,3002.1,,,,,,
